temp[1],temp[2],tube_flowmeter[1],tube_flowmeter[2],tube_pressure[1],tube_pressure[2],tube_temp[1],tube_temp[2],anomaly
76.95,62.54,1.44,28.29,34.9,10.09,88.23,69.77,1
62.21,63.15,10.66,14.66,17.19,18.19,67.27,67.27,0
63.15,52.62,14.66,25.22,18.19,15.84,67.27,63.35,0
52.62,56.48,25.22,24.22,15.84,13.84,63.35,63.35,0
56.48,95.74,24.22,44.43,13.84,2.79,63.35,92.35,1
95.74,99.74,44.43,44.43,2.79,5.79,92.35,92.35,1
99.74,59.93,44.43,14.79,5.79,11.9,92.35,69.06,1
60.57,61.86,6.07,10.07,13.8,16.8,69.47,69.47,0
61.86,65.57,10.07,7.0,16.8,15.54,69.47,50.61,0
65.57,68.54,7.0,9.0,15.54,13.54,50.61,50.61,0
68.54,97.5,9.0,5.42,13.54,27.1,50.61,97.59,1
97.5,99.84,5.42,5.42,27.1,29.1,97.59,97.59,1
99.84,62.35,5.42,13.34,29.1,10.78,97.59,55.75,1
58.84,59.79,18.83,22.83,17.84,16.84,64.04,64.04,0
59.79,55.18,22.83,11.71,16.84,18.42,64.04,51.43,0
55.18,56.01,11.71,11.71,18.42,21.42,51.43,51.43,0
56.01,75.26,11.71,30.18,21.42,77.16,51.43,92.2,1
75.26,76.98,30.18,29.18,77.16,79.16,92.2,92.2,1
76.98,60.23,29.18,26.12,79.16,12.65,92.2,54.38,1
69.0,69.09,26.34,31.34,12.07,14.07,59.87,59.87,0
69.09,67.89,31.34,12.99,14.07,15.68,59.87,65.12,0
67.89,68.14,12.99,11.99,15.68,16.68,65.12,65.12,0
68.14,45.63,11.99,20.29,16.68,73.77,65.12,9.68,1
45.63,50.21,20.29,19.29,73.77,72.77,9.68,9.68,1
50.21,50.13,19.29,11.14,72.77,14.96,9.68,58.42,1
68.31,69.4,23.02,24.02,13.79,16.79,58.39,58.39,0
69.4,63.27,24.02,25.07,16.79,11.59,58.39,53.87,0
63.27,66.78,25.07,25.07,11.59,13.59,53.87,53.87,0
66.78,76.18,25.07,9.96,13.59,52.02,53.87,15.34,1
76.18,78.81,9.96,8.96,52.02,53.02,15.34,15.34,1
78.81,53.16,8.96,2.53,53.02,14.44,15.34,58.99,1
52.57,51.03,11.88,16.88,17.21,20.21,62.79,62.79,0
51.03,55.33,16.88,22.55,20.21,17.2,62.79,69.33,0
55.33,58.29,22.55,25.55,17.2,15.2,69.33,69.33,0
58.29,90.28,25.55,8.17,15.2,0.74,69.33,40.56,1
90.28,89.86,8.17,11.17,0.74,1.74,40.56,40.56,1
89.86,59.64,11.17,13.18,1.74,14.77,40.56,65.36,1
61.03,60.81,16.81,20.81,17.26,20.26,55.82,55.82,0
60.81,55.95,20.81,25.73,20.26,13.28,55.82,65.41,0
55.95,57.92,25.73,23.73,13.28,17.28,65.41,65.41,0
57.92,27.95,23.73,46.7,17.28,72.42,65.41,84.33,1
27.95,28.82,46.7,47.7,72.42,77.42,84.33,84.33,1
28.82,53.94,47.7,11.81,77.42,10.93,84.33,66.54,1
69.5,69.85,8.02,7.02,13.38,13.38,67.65,67.65,0
69.85,53.13,7.02,29.52,13.38,17.85,67.65,54.21,0
53.13,52.53,29.52,32.52,17.85,20.85,54.21,54.21,0
52.53,41.82,32.52,30.12,20.85,54.97,54.21,30.72,1
41.82,45.71,30.12,34.12,54.97,54.97,30.72,30.72,1
45.71,60.77,34.12,21.9,54.97,19.23,30.72,65.24,1
57.47,56.54,20.81,20.81,10.9,12.9,56.82,56.82,0
56.54,50.11,20.81,9.15,12.9,14.74,56.82,55.01,0
50.11,53.13,9.15,7.15,14.74,14.74,55.01,55.01,0
53.13,24.37,7.15,27.31,14.74,52.17,55.01,80.19,1
24.37,23.72,27.31,25.31,52.17,53.17,80.19,80.19,1
23.72,69.14,25.31,13.75,53.17,16.98,80.19,59.75,1
62.72,62.72,1.7,2.7,12.68,16.68,64.27,64.27,0
62.72,54.83,2.7,10.9,16.68,17.93,64.27,63.72,0
54.83,56.12,10.9,12.9,17.93,20.93,63.72,63.72,0
56.12,93.39,12.9,20.91,20.93,88.44,63.72,98.87,1
93.39,92.51,20.91,21.91,88.44,92.44,98.87,98.87,1
92.51,55.59,21.91,9.28,92.44,11.27,98.87,65.75,1
56.93,57.71,3.92,7.92,19.23,21.23,67.97,67.97,0
57.71,62.47,7.92,27.4,21.23,19.63,67.97,66.93,0
62.47,63.42,27.4,27.4,19.63,22.63,66.93,66.93,0
63.42,94.91,27.4,16.22,22.63,97.46,66.93,21.72,1
94.91,95.54,16.22,18.22,97.46,96.46,21.72,21.72,1
95.54,60.52,18.22,7.62,96.46,10.5,21.72,67.45,1
57.67,57.85,23.66,25.66,15.36,19.36,54.68,54.68,0
57.85,63.85,25.66,23.26,19.36,11.4,54.68,59.44,0
63.85,63.53,23.26,28.26,11.4,9.4,59.44,59.44,0
63.53,19.28,28.26,27.47,9.4,5.43,59.44,11.42,1
19.28,20.72,27.47,30.47,5.43,5.43,11.42,11.42,1
20.72,67.02,30.47,8.99,5.43,18.71,11.42,51.99,1
63.08,65.17,17.12,16.12,19.49,21.49,64.48,64.48,0
65.17,64.58,16.12,20.13,21.49,10.46,64.48,60.47,0
64.58,66.58,20.13,23.13,10.46,14.46,60.47,60.47,0
66.58,82.87,23.13,34.43,14.46,21.89,60.47,4.01,1
82.87,85.01,34.43,32.43,21.89,23.89,4.01,4.01,1
85.01,66.21,32.43,29.5,23.89,19.19,4.01,55.93,1
58.65,61.09,8.57,11.57,16.76,18.76,60.57,60.57,0
61.09,58.26,11.57,2.06,18.76,13.12,60.57,62.46,0
58.26,56.84,2.06,5.06,13.12,18.12,62.46,62.46,0
56.84,76.15,5.06,10.22,18.12,5.62,62.46,24.59,1
76.15,76.96,10.22,13.22,5.62,10.62,24.59,24.59,1
76.96,64.92,13.22,17.08,10.62,10.73,24.59,54.69,1
66.88,68.35,17.97,15.97,19.85,20.85,68.15,68.15,0
68.35,66.47,15.97,18.24,20.85,12.95,68.15,57.66,0
66.47,70.42,18.24,19.24,12.95,15.95,57.66,57.66,0
70.42,10.56,19.24,47.38,15.95,6.08,57.66,81.94,1
10.56,13.37,47.38,47.38,6.08,7.08,81.94,81.94,1
13.37,67.06,47.38,25.88,7.08,12.28,81.94,65.76,1
57.05,56.51,6.15,7.15,16.26,19.26,67.87,67.87,0
56.51,57.68,7.15,5.27,19.26,12.33,67.87,56.68,0
57.68,60.66,5.27,5.27,12.33,12.33,56.68,56.68,0
60.66,3.02,5.27,29.06,12.33,54.17,56.68,99.25,1
3.02,4.04,29.06,30.06,54.17,54.17,99.25,99.25,1
4.04,56.37,30.06,27.33,54.17,19.58,99.25,54.35,1
59.34,62.42,28.88,30.88,12.36,13.36,61.92,61.92,0
62.42,50.22,30.88,13.9,13.36,11.26,61.92,62.22,0
50.22,54.59,13.9,17.9,11.26,12.26,62.22,62.22,0
54.59,1.09,17.9,24.39,12.26,0.38,62.22,33.87,1
1.09,3.0,24.39,25.39,0.38,0.38,33.87,33.87,1
3.0,57.53,25.39,25.46,0.38,14.11,33.87,53.44,1
68.76,72.28,27.85,30.85,13.86,17.86,63.41,63.41,0
72.28,50.68,30.85,18.76,17.86,16.9,63.41,61.28,0
50.68,53.69,18.76,21.76,16.9,17.9,61.28,61.28,0
53.69,89.1,21.76,51.11,17.9,7.89,61.28,96.87,1
89.1,92.55,51.11,51.11,7.89,9.89,96.87,96.87,1
92.55,61.93,51.11,9.47,9.89,14.24,96.87,62.82,1
66.45,66.76,8.59,12.59,16.91,17.91,56.13,56.13,0
66.76,66.81,12.59,29.08,17.91,17.37,56.13,56.92,0
66.81,67.59,29.08,33.08,17.37,21.37,56.92,56.92,0
67.59,2.72,33.08,55.81,21.37,47.42,56.92,47.43,1
2.72,5.49,55.81,58.81,47.42,50.42,47.43,47.43,1
5.49,55.2,58.81,6.06,50.42,19.85,47.43,52.25,1
57.87,59.09,12.67,13.67,19.06,23.06,69.53,69.53,0
59.09,66.51,13.67,0.19,23.06,11.99,69.53,58.39,0
66.51,68.85,0.19,0.19,11.99,11.99,58.39,58.39,0
68.85,47.77,0.19,21.19,11.99,8.84,58.39,95.26,1
47.77,49.77,21.19,24.19,8.84,8.84,95.26,95.26,1
49.77,60.89,24.19,17.42,8.84,15.47,95.26,67.52,1
54.95,56.01,3.68,6.68,17.18,21.18,56.39,56.39,0
56.01,57.28,6.68,24.41,21.18,16.67,56.39,50.65,0
57.28,57.63,24.41,28.41,16.67,18.67,50.65,50.65,0
57.63,89.38,28.41,5.52,18.67,7.91,50.65,48.15,1
89.38,91.38,5.52,7.52,7.91,11.91,48.15,48.15,1
91.38,61.74,7.52,22.45,11.91,12.8,48.15,55.95,1
68.64,72.32,16.0,16.0,18.86,18.86,56.59,56.59,0
72.32,56.98,16.0,26.07,18.86,19.74,56.59,57.16,0
56.98,61.52,26.07,29.07,19.74,18.74,57.16,57.16,0
61.52,84.42,29.07,33.57,18.74,26.56,57.16,89.83,1
84.42,88.81,33.57,32.57,26.56,27.56,89.83,89.83,1
88.81,56.36,32.57,2.31,27.56,18.39,89.83,66.89,1
67.08,69.78,19.81,20.81,14.92,13.92,65.68,65.68,0
69.78,63.0,20.81,23.74,13.92,13.98,65.68,69.39,0
63.0,63.07,23.74,22.74,13.98,17.98,69.39,69.39,0
63.07,96.56,22.74,29.17,17.98,9.4,69.39,34.02,1
96.56,96.73,29.17,32.17,9.4,10.4,34.02,34.02,1
96.73,57.14,32.17,13.44,10.4,14.07,34.02,62.76,1
62.38,64.41,19.05,24.05,15.66,19.66,58.42,58.42,0
64.41,55.41,24.05,22.63,19.66,15.13,58.42,55.68,0
55.41,55.8,22.63,20.63,15.13,17.13,55.68,55.68,0
55.8,17.64,20.63,15.3,17.13,66.35,55.68,25.1,1
17.64,18.02,15.3,16.3,66.35,70.35,25.1,25.1,1
18.02,67.91,16.3,14.1,70.35,11.63,25.1,52.81,1
55.44,54.61,15.96,14.96,17.57,19.57,56.08,56.08,0
54.61,61.94,14.96,16.39,19.57,14.88,56.08,69.41,0
61.94,64.14,16.39,15.39,14.88,15.88,69.41,69.41,0
64.14,90.84,15.39,57.62,15.88,7.57,69.41,46.33,1
90.84,91.27,57.62,62.62,7.57,7.57,46.33,46.33,1
91.27,51.1,62.62,5.49,7.57,16.04,46.33,56.13,1
59.51,60.11,9.65,13.65,14.99,15.99,58.39,58.39,0
60.11,62.42,13.65,16.42,15.99,13.65,58.39,59.46,0
62.42,63.71,16.42,18.42,13.65,14.65,59.46,59.46,0
63.71,36.32,18.42,0.2,14.65,3.54,59.46,44.35,1
36.32,35.42,0.2,1.2,3.54,2.54,44.35,44.35,1
35.42,64.94,1.2,12.39,2.54,19.89,44.35,62.87,1
69.86,71.54,6.97,9.97,16.42,14.42,59.36,59.36,0
71.54,53.24,9.97,8.12,14.42,16.29,59.36,53.09,0
53.24,55.73,8.12,13.12,16.29,17.29,53.09,53.09,0
55.73,25.17,13.12,31.53,17.29,8.24,53.09,43.97,1
25.17,24.13,31.53,32.53,8.24,8.24,43.97,43.97,1
24.13,58.97,32.53,6.61,8.24,18.7,43.97,67.31,1
62.18,62.97,8.44,8.44,14.1,16.1,64.65,64.65,0
62.97,68.0,8.44,15.36,16.1,19.5,64.65,69.99,0
68.0,71.8,15.36,14.36,19.5,21.5,69.99,69.99,0
71.8,99.77,14.36,41.12,21.5,3.22,69.99,5.88,1
99.77,102.3,41.12,39.12,3.22,7.22,5.88,5.88,1
102.3,52.34,39.12,25.86,7.22,15.09,5.88,50.2,1
65.07,64.92,27.85,29.85,14.98,18.98,60.17,60.17,0
64.92,60.71,29.85,24.17,18.98,14.97,60.17,57.64,0
60.71,60.71,24.17,24.17,14.97,14.97,57.64,57.64,0
60.71,39.6,24.17,57.05,14.97,5.1,57.64,88.34,1
39.6,41.07,57.05,61.05,5.1,6.1,88.34,88.34,1
41.07,54.51,61.05,22.63,6.1,10.5,88.34,57.64,1
60.59,63.95,28.88,32.88,11.48,14.48,55.06,55.06,0
63.95,52.86,32.88,25.64,14.48,13.57,55.06,61.47,0
52.86,54.78,25.64,29.64,13.57,16.57,61.47,61.47,0
54.78,36.83,29.64,52.6,16.57,77.2,61.47,28.98,1
36.83,39.83,52.6,52.6,77.2,80.2,28.98,28.98,1
39.83,60.92,52.6,5.71,80.2,17.8,28.98,69.21,1
55.25,58.25,0.31,3.31,17.41,17.41,60.26,60.26,0
58.25,60.62,3.31,29.81,17.41,10.18,60.26,66.9,0
60.62,61.29,29.81,31.81,10.18,12.18,66.9,66.9,0
61.29,41.58,31.81,58.47,12.18,7.23,66.9,1.7,1
41.58,39.83,58.47,63.47,7.23,6.23,1.7,1.7,1
39.83,68.7,63.47,13.99,6.23,10.73,1.7,69.02,1
65.23,68.15,23.12,22.12,12.46,12.46,58.79,58.79,0
68.15,50.06,22.12,11.94,12.46,18.58,58.79,50.07,0
50.06,51.51,11.94,14.94,18.58,20.58,50.07,50.07,0
51.51,13.37,14.94,43.43,20.58,9.49,50.07,89.51,1
13.37,17.1,43.43,45.43,9.49,8.49,89.51,89.51,1
17.1,65.73,45.43,3.0,8.49,14.79,89.51,60.74,1
58.92,58.52,14.68,16.68,19.16,20.16,50.07,50.07,0
58.52,64.07,16.68,22.48,20.16,16.8,50.07,66.87,0
64.07,62.19,22.48,23.48,16.8,17.8,66.87,66.87,0
62.19,91.24,23.48,22.45,17.8,84.4,66.87,77.61,1
91.24,91.8,22.45,26.45,84.4,82.4,77.61,77.61,1
91.8,68.34,26.45,3.34,82.4,16.85,77.61,53.53,1
69.84,72.03,1.69,0.69,11.35,10.35,53.83,53.83,0
72.03,52.49,0.69,10.01,10.35,10.8,53.83,59.83,0
52.49,54.29,10.01,10.01,10.8,11.8,59.83,59.83,0
54.29,37.66,10.01,35.04,11.8,7.44,59.83,80.55,1
37.66,36.83,35.04,38.04,7.44,12.44,80.55,80.55,1
36.83,60.88,38.04,5.23,12.44,17.2,80.55,68.95,1
54.88,58.59,4.97,3.97,16.72,20.72,57.26,57.26,0
58.59,64.93,3.97,14.33,20.72,14.43,57.26,58.5,0
64.93,63.5,14.33,13.33,14.43,12.43,58.5,58.5,0
63.5,14.74,13.33,48.75,12.43,98.34,58.5,95.19,1
14.74,15.78,48.75,52.75,98.34,100.34,95.19,95.19,1
15.78,50.15,52.75,11.45,100.34,17.28,95.19,54.54,1
63.97,66.85,18.44,23.44,10.67,9.67,50.57,50.57,0
66.85,64.56,23.44,16.03,9.67,12.56,50.57,55.68,0
64.56,67.77,16.03,16.03,12.56,15.56,55.68,55.68,0
67.77,5.7,16.03,39.86,15.56,79.05,55.68,40.05,1
5.7,6.05,39.86,38.86,79.05,80.05,40.05,40.05,1
6.05,59.45,38.86,6.97,80.05,13.29,40.05,64.65,1
65.87,69.16,8.61,10.61,11.86,12.86,60.44,60.44,0
69.16,59.54,10.61,11.32,12.86,13.43,60.44,59.86,0
59.54,58.54,11.32,11.32,13.43,14.43,59.86,59.86,0
58.54,25.37,11.32,29.46,14.43,1.19,59.86,28.62,1
25.37,27.47,29.46,31.46,1.19,4.19,28.62,28.62,1
27.47,50.79,31.46,21.7,4.19,13.9,28.62,66.98,1
51.33,50.33,7.33,11.33,15.4,16.4,56.97,56.97,0
50.33,64.92,11.33,8.38,16.4,17.49,56.97,54.07,0
64.92,66.58,8.38,10.38,17.49,22.49,54.07,54.07,0
66.58,47.52,10.38,6.91,22.49,77.0,54.07,75.43,1
47.52,49.9,6.91,5.91,77.0,79.0,75.43,75.43,1
49.9,67.06,5.91,14.36,79.0,16.81,75.43,53.64,1
53.38,54.0,20.38,22.38,16.64,20.64,65.82,65.82,0
54.0,54.94,22.38,1.71,20.64,18.68,65.82,62.85,0
54.94,56.23,1.71,1.71,18.68,22.68,62.85,62.85,0
56.23,32.01,1.71,12.26,22.68,66.07,62.85,27.58,1
32.01,31.61,12.26,11.26,66.07,66.07,27.58,27.58,1
31.61,68.83,11.26,9.89,66.07,13.35,27.58,58.3,1
65.58,66.68,16.68,18.68,16.93,20.93,53.37,53.37,0
66.68,66.05,18.68,6.88,20.93,19.72,53.37,62.51,0
66.05,66.05,6.88,9.88,19.72,20.72,62.51,62.51,0
66.05,48.82,9.88,46.22,20.72,73.83,62.51,93.69,1
48.82,52.35,46.22,48.22,73.83,75.83,93.69,93.69,1
52.35,57.33,48.22,13.51,75.83,13.98,93.69,53.65,1
67.11,67.77,5.69,7.69,11.18,16.18,62.86,62.86,0
67.77,53.97,7.69,23.14,16.18,11.08,62.86,64.12,0
53.97,54.04,23.14,27.14,11.08,12.08,64.12,64.12,0
54.04,79.97,27.14,30.22,12.08,4.3,64.12,88.76,1
79.97,83.0,30.22,30.22,4.3,2.3,88.76,88.76,1
83.0,58.84,30.22,12.58,2.3,12.9,88.76,61.62,1
63.68,67.54,6.16,9.16,18.06,22.06,56.66,56.66,0
67.54,50.07,9.16,6.98,22.06,17.23,56.66,67.75,0
50.07,50.93,6.98,4.98,17.23,20.23,67.75,67.75,0
50.93,4.17,4.98,42.06,20.23,4.91,67.75,78.66,1
4.17,4.17,42.06,46.06,4.91,7.91,78.66,78.66,1
4.17,68.11,46.06,13.48,7.91,10.5,78.66,69.33,1
53.51,55.19,21.35,22.35,13.83,18.83,55.75,55.75,0
55.19,64.25,22.35,23.99,18.83,11.48,55.75,67.82,0
64.25,67.56,23.99,27.99,11.48,13.48,67.82,67.82,0
67.56,75.68,27.99,17.92,13.48,32.43,67.82,99.1,1
75.68,78.68,17.92,20.92,32.43,34.43,99.1,99.1,1
78.68,52.49,20.92,9.9,34.43,10.51,99.1,64.21,1
53.92,53.5,27.21,31.21,19.01,20.01,58.52,58.52,0
53.5,55.01,31.21,13.34,20.01,18.41,58.52,69.27,0
55.01,57.96,13.34,13.34,18.41,22.41,69.27,69.27,0
57.96,2.84,13.34,12.9,22.41,3.98,69.27,2.6,1
2.84,1.84,12.9,12.9,3.98,7.98,2.6,2.6,1
1.84,63.56,12.9,15.37,7.98,13.36,2.6,67.48,1
67.75,67.48,10.17,10.17,13.41,12.41,58.43,58.43,0
67.48,54.94,10.17,2.18,12.41,18.73,58.43,55.49,0
54.94,56.97,2.18,1.18,18.73,17.73,55.49,55.49,0
56.97,13.97,1.18,8.58,17.73,60.58,55.49,46.41,1
13.97,14.86,8.58,11.58,60.58,61.58,46.41,46.41,1
14.86,67.09,11.58,5.98,61.58,18.68,46.41,66.04,1
58.82,58.1,3.48,3.48,18.04,19.04,58.72,58.72,0
58.1,64.25,3.48,0.03,19.04,16.32,58.72,56.8,0
64.25,66.25,0.03,-1.97,16.32,15.32,56.8,56.8,0
66.25,87.45,-1.97,45.16,15.32,34.35,56.8,93.94,1
87.45,92.34,45.16,48.16,34.35,35.35,93.94,93.94,1
92.34,64.29,48.16,6.98,35.35,16.82,93.94,54.16,1
56.22,55.52,5.82,7.82,16.75,15.75,61.97,61.97,0
55.52,69.38,7.82,18.0,15.75,12.19,61.97,57.81,0
69.38,70.81,18.0,22.0,12.19,10.19,57.81,57.81,0
70.81,9.12,22.0,3.4,10.19,21.86,57.81,30.68,1
9.12,8.76,3.4,7.4,21.86,20.86,30.68,30.68,1
8.76,56.65,7.4,27.74,20.86,13.62,30.68,57.52,1
64.47,67.13,17.55,18.55,11.66,14.66,59.48,59.48,0
67.13,60.0,18.55,12.93,14.66,18.65,59.48,56.86,0
60.0,59.55,12.93,12.93,18.65,20.65,56.86,56.86,0
59.55,89.63,12.93,47.99,20.65,1.91,56.86,19.19,1
89.63,92.77,47.99,49.99,1.91,2.91,19.19,19.19,1
92.77,58.66,49.99,3.44,2.91,13.36,19.19,57.33,1
67.87,68.23,15.01,16.01,15.33,15.33,63.78,63.78,0
68.23,50.15,16.01,18.91,15.33,16.51,63.78,57.06,0
50.15,53.72,18.91,18.91,16.51,20.51,57.06,57.06,0
53.72,13.93,18.91,15.86,20.51,4.04,57.06,78.5,1
13.93,15.93,15.86,15.86,4.04,6.04,78.5,78.5,1
15.93,52.81,15.86,22.7,6.04,13.49,78.5,53.66,1
54.76,54.01,26.99,29.99,16.16,15.16,63.61,63.61,0
54.01,65.21,29.99,7.53,15.16,18.13,63.61,63.12,0
65.21,69.21,7.53,7.53,18.13,22.13,63.12,63.12,0
69.21,25.73,7.53,34.59,22.13,0.43,63.12,97.26,1
25.73,28.51,34.59,39.59,0.43,3.43,97.26,97.26,1
28.51,68.45,39.59,18.23,3.43,16.55,97.26,53.59,1
67.96,66.76,3.86,2.86,18.52,20.52,63.38,63.38,0
66.76,50.24,2.86,26.07,20.52,12.32,63.38,64.95,0
50.24,49.24,26.07,28.07,12.32,14.32,64.95,64.95,0
49.24,94.16,28.07,1.89,14.32,31.46,64.95,16.45,1
94.16,96.0,1.89,-0.11,31.46,34.46,16.45,16.45,1
96.0,64.73,-0.11,29.46,34.46,14.23,16.45,67.39,1
56.06,58.46,21.21,20.21,14.84,15.84,50.42,50.42,0
58.46,64.8,20.21,25.96,15.84,17.41,50.42,54.86,0
64.8,66.48,25.96,24.96,17.41,16.41,54.86,54.86,0
66.48,90.76,24.96,54.01,16.41,74.28,54.86,83.08,1
90.76,94.21,54.01,55.01,74.28,72.28,83.08,83.08,1
94.21,52.33,55.01,22.63,72.28,19.74,83.08,66.91,1
57.56,59.94,11.22,13.22,17.67,18.67,57.52,57.52,0
59.94,64.27,13.22,17.93,18.67,13.93,57.52,67.71,0
64.27,64.39,17.93,18.93,13.93,15.93,67.71,67.71,0
64.39,94.92,18.93,46.6,15.93,1.76,67.71,15.62,1
94.92,95.92,46.6,48.6,1.76,6.76,15.62,15.62,1
95.92,55.27,48.6,7.59,6.76,10.23,15.62,54.46,1
67.5,67.5,9.6,13.6,15.92,17.92,60.88,60.88,0
67.5,53.2,13.6,3.55,17.92,19.83,60.88,65.74,0
53.2,55.2,3.55,7.55,19.83,17.83,65.74,65.74,0
55.2,87.45,7.55,58.38,17.83,50.92,65.74,85.52,1
87.45,91.46,58.38,59.38,50.92,54.92,85.52,85.52,1
91.46,54.33,59.38,7.2,54.92,17.54,85.52,62.47,1
69.71,72.09,27.44,26.44,16.61,21.61,51.74,51.74,0
72.09,53.78,26.44,16.15,21.61,14.5,51.74,52.38,0
53.78,53.81,16.15,15.15,14.5,14.5,52.38,52.38,0
53.81,96.33,15.15,54.93,14.5,5.93,52.38,11.52,1
96.33,99.66,54.93,52.93,5.93,9.93,11.52,11.52,1
99.66,50.5,52.93,9.62,9.93,10.19,11.52,62.67,1
52.9,56.56,22.09,27.09,18.17,20.17,65.63,65.63,0
56.56,60.09,27.09,21.43,20.17,17.59,65.63,67.93,0
60.09,59.27,21.43,19.43,17.59,21.59,67.93,67.93,0
59.27,80.82,19.43,27.02,21.59,1.0,67.93,20.36,1
80.82,81.55,27.02,28.02,1.0,5.0,20.36,20.36,1
81.55,55.76,28.02,21.81,5.0,16.04,20.36,52.1,1
50.49,54.14,11.19,14.19,16.34,18.34,59.97,59.97,0
54.14,58.63,14.19,15.72,18.34,15.29,59.97,64.4,0
58.63,59.63,15.72,15.72,15.29,19.29,64.4,64.4,0
59.63,97.97,15.72,30.15,19.29,45.37,64.4,3.96,1
97.97,97.49,30.15,32.15,45.37,46.37,3.96,3.96,1
97.49,67.78,32.15,1.53,46.37,18.72,3.96,65.01,1
56.35,57.5,18.32,18.32,19.07,22.07,56.56,56.56,0
57.5,65.87,18.32,5.74,22.07,11.17,56.56,60.57,0
65.87,66.73,5.74,5.74,11.17,12.17,60.57,60.57,0
66.73,89.89,5.74,57.3,12.17,0.39,60.57,79.6,1
89.89,91.03,57.3,61.3,0.39,2.39,79.6,79.6,1
91.03,55.45,61.3,21.28,2.39,18.22,79.6,57.5,1
56.69,57.4,26.68,25.68,12.29,15.29,59.43,59.43,0
57.4,62.96,25.68,17.47,15.29,12.11,59.43,59.82,0
62.96,66.71,17.47,19.47,12.11,14.11,59.82,59.82,0
66.71,85.49,19.47,26.89,14.11,84.1,59.82,24.19,1
85.49,87.0,26.89,27.89,84.1,85.1,24.19,24.19,1
87.0,69.72,27.89,26.78,85.1,16.75,24.19,57.79,1
53.61,53.65,20.28,24.28,10.23,14.23,68.58,68.58,0
53.65,52.94,24.28,19.03,14.23,19.38,68.58,50.84,0
52.94,56.65,19.03,23.03,19.38,17.38,50.84,50.84,0
56.65,31.01,23.03,57.04,17.38,9.13,50.84,22.1,1
31.01,33.94,57.04,62.04,9.13,12.13,22.1,22.1,1
33.94,63.4,62.04,3.98,12.13,10.32,22.1,59.96,1
55.67,57.53,27.83,31.83,19.25,22.25,62.64,62.64,0
57.53,66.1,31.83,9.04,22.25,17.28,62.64,61.97,0
66.1,67.14,9.04,11.04,17.28,17.28,61.97,61.97,0
67.14,98.1,11.04,36.74,17.28,0.79,61.97,45.36,1
98.1,102.94,36.74,38.74,0.79,5.79,45.36,45.36,1
102.94,53.04,38.74,23.3,5.79,14.12,45.36,51.48,1
57.75,60.61,16.56,18.56,10.46,15.46,57.61,57.61,0
60.61,50.27,18.56,0.64,15.46,18.02,57.61,69.67,0
50.27,49.81,0.64,4.64,18.02,20.02,69.67,69.67,0
49.81,1.48,4.64,7.8,20.02,5.0,69.67,9.34,1
1.48,1.39,7.8,10.8,5.0,5.0,9.34,9.34,1
1.39,51.92,10.8,3.2,5.0,11.9,9.34,69.33,1
60.85,64.85,6.39,8.39,12.42,11.42,59.99,59.99,0
64.85,57.68,8.39,20.35,11.42,17.65,59.99,66.26,0
57.68,56.73,20.35,22.35,17.65,22.65,66.26,66.26,0
56.73,26.81,22.35,39.14,22.65,48.04,66.26,7.47,1
26.81,31.08,39.14,39.14,48.04,53.04,7.47,7.47,1
31.08,55.31,39.14,18.69,53.04,18.32,7.47,52.96,1
69.84,69.02,13.86,12.86,17.51,21.51,53.6,53.6,0
69.02,56.51,12.86,8.82,21.51,15.59,53.6,61.05,0
56.51,56.03,8.82,9.82,15.59,16.59,61.05,61.05,0
56.03,93.81,9.82,30.88,16.59,7.77,61.05,80.84,1
93.81,96.85,30.88,34.88,7.77,7.77,80.84,80.84,1
96.85,68.84,34.88,17.21,7.77,14.08,80.84,66.21,1
54.08,55.94,11.31,14.31,17.96,19.96,69.47,69.47,0
55.94,65.57,14.31,26.73,19.96,18.42,69.47,53.32,0
65.57,63.57,26.73,27.73,18.42,22.42,53.32,53.32,0
63.57,95.43,27.73,1.89,22.42,4.47,53.32,91.17,1
95.43,98.43,1.89,3.89,4.47,5.47,91.17,91.17,1
98.43,54.52,3.89,9.0,5.47,19.68,91.17,51.16,1
54.31,54.31,7.16,6.16,17.56,15.56,65.52,65.52,0
54.31,52.44,6.16,18.49,15.56,13.64,65.52,61.15,0
52.44,54.7,18.49,20.49,13.64,16.64,61.15,61.15,0
54.7,79.48,20.49,47.05,16.64,94.31,61.15,93.66,1
79.48,84.38,47.05,52.05,94.31,98.31,93.66,93.66,1
84.38,52.99,52.05,2.02,98.31,17.28,93.66,63.63,1
69.4,71.28,19.04,22.04,10.76,9.76,53.63,53.63,0
71.28,61.37,22.04,15.12,9.76,15.43,53.63,56.78,0
61.37,64.03,15.12,19.12,15.43,15.43,56.78,56.78,0
64.03,18.04,19.12,17.94,15.43,7.43,56.78,88.87,1
18.04,20.79,17.94,20.94,7.43,5.43,88.87,88.87,1
20.79,63.77,20.94,12.84,5.43,18.36,88.87,68.01,1
68.57,71.85,12.31,10.31,16.79,14.79,59.08,59.08,0
71.85,52.04,10.31,11.85,14.79,14.46,59.08,61.06,0
52.04,53.45,11.85,16.85,14.46,17.46,61.06,61.06,0
53.45,24.48,16.85,16.13,17.46,35.87,61.06,96.57,1
24.48,24.47,16.13,15.13,35.87,39.87,96.57,96.57,1
24.47,61.12,15.13,21.0,39.87,15.84,96.57,58.66,1
